id,label,id_prop_instance_of,id_prop_publication_type,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_series,id_prop_pages,id_prop_title,id_prop_issue,id_prop_volume,id_prop_publication_date,id_prop_reference_URL,id_prop_keyword,id_prop_journal,id_prop_conference
id_work_106,"Extension of finite volume compressible flow solvers to multi- dimensional, variable density zero mach number flows",id_base_work,id_type_isi_article,id_creator_3581;id_creator_35559;id_creator_8134;id_creator_38996,,,,,248-286,,2,155,1999,,id_keyword_152;id_keyword_1411;id_keyword_154,id_journal_21,
id_work_107,Assimilation of Shortwave Remote Sensing Observations Within an Agrometeorological Model - Crop Production Estimation,id_base_work,id_type_article_in_report,id_creator_2424;id_creator_38662;id_creator_9144,,,,,2366-2368,"International Geoscience And Remote Sensing Symposium - IGARS Lincoln, Nebraska, USA, 27.-31.05.1996",,,1996,,,,
id_work_108,Data needs and limitations for broad-scale ecosystem modelling,id_base_work,id_type_article_in_book,id_creator_41326;id_creator_40579;id_creator_37797;id_creator_34353,id_creator_37221;id_creator_37222;id_creator_39172;id_creator_37224,id_publisher_18,id_place_13,id_series_26,88-105,,,,1999,,,,
id_work_109,Biomass and growth rate of a spring wheat root system grown in free-air CO2 enrichment (FACE) and ample soil moisture,id_base_work,id_type_isi_article,id_creator_8062;id_creator_42031;id_creator_2195;id_creator_1850;id_creator_2194;id_creator_331;id_creator_25471,,,,,623-634,,22,,1995,,,id_journal_22,
id_work_110,Photosynthesis and conductance of spring wheat leaves: field response to continuous free-air atmospheric CO2 enrichment,id_base_work,id_type_isi_article,id_creator_2194;id_creator_334;id_creator_2195;id_creator_336;id_creator_337;id_creator_2196;id_creator_1843;id_creator_42031,,,,,659-670,,7,21,1998,,,id_journal_0,
id_work_111,Raum-zeitliche Dynamik von Kiefernökosystemen unter sich verändernden Immissionsbedingungen am Beispiel der Dübener Heide,id_base_work,id_type_article_in_book,id_creator_8637;id_creator_39716;id_creator_343,id_creator_40153;id_creator_37636;id_creator_37427,id_publisher_49,id_place_44,id_series_27,38-55,,,,1995,,,,
id_work_112,Raum-zeitliche Dynamik von Kiefernökosystemen unter sich verändernden Immissionsbedingungen - Die Fallstudie Dübener Heide als Anwendung eines ökologischen Wirkungsmodells im Projekt SANA,id_base_work,id_type_other_article,id_creator_8637;id_creator_39716,id_creator_37237,,,,5-16,,,13,1995,,,id_journal_23,
id_work_113,A mechanism for the fair division of climate change protection burdens,id_base_work,id_type_lecture,id_creator_37321,,,,,,,,,1999,,,,
id_work_114,Modelling land use change on a regional scale,id_base_work,id_type_conference_paper,id_creator_38649;id_creator_39262;id_creator_9642,id_creator_37171;id_creator_37172;id_creator_37173,id_publisher_50,id_place_11,,415-423,,,,1999,,id_keyword_715;id_keyword_1411;id_keyword_632,,
id_work_115,The accounting of biological sinks and sources under the Kyoto protocol: a step forwards or backwards for global environmental protection?,id_base_work,id_type_book,id_creator_3191;id_creator_38342,,id_publisher_51,id_place_45,,1-75,,,,1998,,,,
id_work_116,Waldbaustrategien im Kontext möglicher Klimaänderungen,id_base_work,id_type_isi_article,id_creator_41298,,,,,1-13,,1,118,1999,,,id_journal_24,
id_work_117,Editorial Overview: Strategies of Inquiry into International Environmental Policy and Empirical-Quantitative Analyses of International Environmental Policy,id_base_work,id_type_article_in_report,id_creator_38277,,,,id_series_28,32-34,"International Studies Notes, Special Section on ""Strategies of Inquiry into International Environmen",3,,1994,,,,
id_work_118,Die Nutzung von NEXPERT OBJECT für eine XPS-Modell-Kopplung im Rahmen eines ökologisch orientierten Beratungssystems,id_base_work,id_type_article_in_book,id_creator_40014,id_creator_37174;id_creator_37175,id_publisher_52,id_place_31,id_series_29,241-266,,,,1995,,,,
id_work_119,Internal Variability on a Decadal Time Scale in a Coupled 2-D Climate Model,id_base_work,id_type_article_in_report,id_creator_2212;id_creator_2213,id_creator_37413,,,,20-9,Research Activities in Atmospheric and Oceanic Modelling. WMO ICSU World Climate and WMO Weather Pre,19,,1994,,,,
id_work_120,Upscaling the results of forest growth simulations on European scale,id_base_work,id_type_conference_paper,id_creator_8637;id_creator_8602;id_creator_359;id_creator_360;id_creator_36695,,,,,,,,,1999,,id_keyword_158;id_keyword_1411;id_keyword_391;id_keyword_1411;id_keyword_162,,
id_work_121,New Version of the Moscow Global Bisophere Model,id_base_work,id_type_article_in_report,id_creator_37177,id_creator_37177,id_publisher_53,id_place_8,,,"INTAS-94-1154, PIK Core Project BBM/GAIA, Final Scientific Report",,,1997,,,,
id_work_122,GIS-basierte großskalige hydrologische Modellierung,id_base_work,id_type_article_in_book,id_creator_39262;id_creator_38649,id_creator_37178;id_creator_41820;id_creator_37180;id_creator_37181,id_publisher_54,id_place_46,id_series_30,115-129,,,,1998,,id_keyword_353;id_keyword_1411;id_keyword_699,,
id_work_123,Klimaänderung und Hochwasser,id_base_work,id_type_article_in_book,id_creator_39160,id_creator_37182,id_publisher_55,id_place_47,,38-45,Ökologie und Hochwasserschutz an der Elbe: neue Wege für den Schutz von Mensch und Natur,,,1998,,,,
id_work_124,Climate change problems and dynamical systems: the virtual biospheres concept,id_base_work,id_type_article_in_book,id_creator_37177;id_creator_367,id_creator_37183;id_creator_37184;id_creator_37185,id_publisher_56,id_place_48,id_series_31,161-173,,,,1999,,id_keyword_166;id_keyword_1411;id_keyword_168,,
id_work_125,The Ex-USSR Area: Contribution to Global Change (Assessment and Forecasting),id_base_work,id_type_article_in_book,id_creator_10601;id_creator_40723,id_creator_37296,id_publisher_57,id_place_49,id_series_32,27-28,,,,1997,,,,
id_work_126,Past and Future Rapid Environmental Changes: The Spatial and Evolutionary Responses of Terrestrial Biota,id_base_work,id_type_article_in_book,id_creator_37338;id_creator_41326;id_creator_37340;id_creator_37341,id_creator_37338;id_creator_41326;id_creator_37340;id_creator_37341,id_publisher_48,id_place_21,,,,,,1997,,,,
id_work_127,Neue Erkenntnisse zum Klimaschutz: IPCC-Gutachten 1995 und Brandenburgstudie des PIK,id_base_work,id_type_lecture,id_creator_41539,,id_publisher_58,id_place_8,,,,,,1996,,,,
id_work_128,Modelling of Ecological and Economic Systems at the Watershed Scale for Sustainable Development,id_base_work,id_type_article_in_book,id_creator_40723;id_creator_1943,id_creator_37191;id_creator_37192;id_creator_39212,id_publisher_59,id_place_50,id_series_33,215-232,Investing in natural capital: The ecological economic perspective,,,1994,,,,
id_work_129,Application of volume growth and survival graphs in the evaluation of four process-based forest growth models,id_base_work,id_type_isi_article,id_creator_40730;id_creator_2467;id_creator_41298;id_creator_40341,,,,,347-355,,5/6,20,2000,,,id_journal_25,
id_work_130,Ein Ansatz zur makroskaligen Modellierung des Stoffhaushalts,id_base_work,id_type_other_article,id_creator_40655;id_creator_40723,id_creator_39160;id_creator_40723;id_creator_37463;id_creator_39262,,id_place_8,,97-108,,43,,1998,,,id_journal_1,
id_work_131,Flächendifferenzierte Modellierung des Landschaftswasser- und - stoffhaushaltes im Elbegebiet,id_base_work,id_type_article_in_book,id_creator_39262;id_creator_38649;id_creator_40723;id_creator_39626,id_creator_37198;id_creator_37199;id_creator_37200;id_creator_37201;id_creator_37202;id_creator_37203;id_creator_37204,id_publisher_35,id_place_32,id_series_34,403-404,,,,1998,,id_keyword_362;id_keyword_1411;id_keyword_353,,
id_work_132,Tolerable climate windows and emission corridors: new results with the ICLIPS model,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_133,Simulation Modelling of Biogeochemical Processes and Retention in the Medium-Scale Catchments,id_base_work,id_type_lecture,id_creator_40723,,,,,,,,,1994,,,,
id_work_134,"Globale Atmosphärische Veränderungen: Symptome, Ursachen und Veränderungen",id_base_work,id_type_lecture,id_creator_39360,,,,,,,,,1996,,,,
id_work_135,GHAAS: Global Hydrological Archive and Analysis System. Modellierungs-Toolkit mit Anbindung von ARC/INFO und ORACLE,id_base_work,id_type_article_in_book,id_creator_8637,id_creator_37237,id_publisher_60,id_place_51,id_series_35,115-119,,,,1995,,,,
id_work_136,"GIS-gestützte Identifizierung und Modellierung anthropogen verursachter, typischer Schädigungsmuster des Globalen Wandels",id_base_work,id_type_article_in_book,id_creator_13629,id_creator_37206;id_creator_37207,id_publisher_61,,id_series_36,205-210,,,,1997,,,,
id_work_137,Climate Impact on Social Systems: The Risk Assessment Approach,id_base_work,id_type_article_in_book,id_creator_10601;id_creator_38295,,,,id_series_37,,,,,1994,,,,
id_work_138,The Simplest Model of Interaction between Climate and Vegetation: Qualitative Approach,id_base_work,id_type_isi_article,id_creator_10601;id_creator_25476,,,,,,,,,1995,,,id_journal_16,
id_work_139,Freshwater Forcing and Transport of the Atlantic Thermohaline Circulation,id_base_work,id_type_lecture,id_creator_36434,,,,,,,,,1996,,,,
id_work_140,Handeln fYr den Naturschutz - Mit Wissen und GefYhl,id_base_work,id_type_isi_article,id_creator_38855,,,,,521-527,,,12,1994,,,id_journal_26,
id_work_141,Physically based hydological modelling on the hillslope and micro-catchment scale: examples of capabilities and limitations,id_base_work,id_type_article_in_book,id_creator_39160;id_creator_399;id_creator_1152,,id_publisher_62,id_place_40,id_series_38,207-215,,,,1998,,,,
id_work_142,Integrating models of intermediate complexity: the tolerable windows approach,id_base_work,id_type_lecture,id_creator_37525,,,,,,,,,1998,,,,
id_work_143,Long-term global warming scenarios computed with an efficient coupled climate model,id_base_work,id_type_isi_article,id_creator_36434;id_creator_35948,,,,,353-367,,2,43,1999,,,id_journal_15,
id_work_144,Spatial variation in evapotranspiration in Swiss Alpine regions,id_base_work,id_type_article_in_book,id_creator_39103;id_creator_4622,id_creator_37208;id_creator_37209;id_creator_37210;id_creator_37211,id_publisher_62,id_place_52,id_series_38,115-121,,248,,1998,,id_keyword_172;id_keyword_1411;id_keyword_174,,
id_work_145,Dynamic second law analysis and emission mitigation in energy systems,id_base_work,id_type_conference_paper,id_creator_2490;id_creator_26859;id_creator_2491,id_creator_37212,id_publisher_63,id_place_53,,597-604,,,,1998,,id_keyword_175;id_keyword_1411;id_keyword_177;id_keyword_1411;id_keyword_179;id_keyword_1411;id_keyword_181,,
id_work_146,Precipitation data requirements for urban hydrology,id_base_work,id_type_isi_article,id_creator_409;id_creator_31287,,,id_place_54,,60-66,,2,23,1998,,id_keyword_182;id_keyword_1411;id_keyword_372;id_keyword_1411;id_keyword_186;id_keyword_1411;id_keyword_188;id_keyword_1411;id_keyword_190,id_journal_27,
id_work_147,Estimation of daily space-time precipitation series for macroscale watershed modelling,id_base_work,id_type_isi_article,id_creator_31287;id_creator_12985,,,id_place_55,,1419-1432,,9,12,1998,,id_keyword_191;id_keyword_1411;id_keyword_806;id_keyword_1411;id_keyword_379;id_keyword_1411;id_keyword_662;id_keyword_1411;id_keyword_199;id_keyword_1411;id_keyword_201,id_journal_28,
id_work_148,Bodenfeuchte-Untersuchungen im hochalpinen Raum,id_base_work,id_type_report,id_creator_1759;id_creator_39103;id_creator_4622;id_creator_1538;id_creator_417,,id_publisher_64,id_place_56,,1-92,,64,,1998,,id_keyword_658;id_keyword_1411;id_keyword_204;id_keyword_1411;id_keyword_206,,
id_work_149,Domestic politics and European acid rain regulation,id_base_work,id_type_article_in_book,id_creator_38277,id_creator_37660,id_publisher_14,id_place_25,id_series_39,41-66,,,,1998,,id_keyword_207;id_keyword_1411;id_keyword_209;id_keyword_1411;id_keyword_211;id_keyword_1411;id_keyword_213;id_keyword_1411;id_keyword_215;id_keyword_1411;id_keyword_217;id_keyword_1411;id_keyword_228;id_keyword_1411;id_keyword_1392,,
id_work_150,The interest-based explanation of international environmental policy,id_base_work,id_type_article_in_book,id_creator_38277;id_creator_4558,id_creator_37660,id_publisher_14,id_place_25,id_series_39,13-40,,,,1998,,id_keyword_222;id_keyword_1411;id_keyword_224;id_keyword_1411;id_keyword_226;id_keyword_1411;id_keyword_228;id_keyword_1411;id_keyword_453;id_keyword_1411;id_keyword_232;id_keyword_1411;id_keyword_464;id_keyword_1411;id_keyword_236,,
id_work_151,Hydrologische Modellierung von meso- und makroskaligen Einzugsgebieten mit ARC/EGMO,id_base_work,id_type_conference_paper,id_creator_39626;id_creator_9642;id_creator_39262,id_creator_38207;id_creator_37634,id_publisher_5,id_place_5,,127-134,,,,1999,,,,
id_work_152,Applying non-hierarchical cluster analysis algorithms to climate clasification: some problems and their solution,id_base_work,id_type_isi_article,id_creator_41240;id_creator_38095;id_creator_14106,,,,,143-150,,3-4,64,1999,,id_keyword_396;id_keyword_1411;id_keyword_704,id_journal_29,
id_work_153,Internationale Klimapolitik,id_base_work,id_type_other_article,id_creator_38277,,,,,25-44,,1,73,1998,,id_keyword_1112;id_keyword_1411;id_keyword_509;id_keyword_1411;id_keyword_284;id_keyword_1411;id_keyword_246;id_keyword_1411;id_keyword_248,id_journal_30,
id_work_154,Cross-level inference in political science,id_base_work,id_type_article_in_book,id_creator_38277,id_creator_37217;id_creator_37218,id_publisher_65,id_place_57,id_series_40,135-142,,,,1998,,id_keyword_249;id_keyword_1411;id_keyword_251;id_keyword_1411;id_keyword_253;id_keyword_1411;id_keyword_255;id_keyword_1411;id_keyword_257;id_keyword_1411;id_keyword_259,,
id_work_155,Climate change and integrated assessment: the tolerable windows approach,id_base_work,id_type_article_in_book,id_creator_37460;id_creator_39360;id_creator_26859,id_creator_41354;id_creator_37479,id_publisher_66,id_place_25,id_series_41,55-77,,,,1999,,id_keyword_1421;id_keyword_1411;id_keyword_1112;id_keyword_1411;id_keyword_264,,
id_work_156,Probleme der statistischen Mustererkennung,id_base_work,id_type_conference_paper,id_creator_41240;id_creator_38095,,id_publisher_67,id_place_21,,,,,,1999,,,,
id_work_157,Ecosystem composition and structure,id_base_work,id_type_article_in_book,id_creator_41326;id_creator_37550;id_creator_703;id_creator_437;id_creator_34353;id_creator_2531;id_creator_440;id_creator_3648;id_creator_39174;id_creator_3629;id_creator_444,id_creator_37221;id_creator_37222;id_creator_39172;id_creator_37224,id_publisher_18,id_place_13,id_series_26,190-228,,,,1998,,,,
id_work_158,Impact of climate change on flooding and sustainable river management,id_base_work,id_type_conference_paper,id_creator_37621;id_creator_39160;id_creator_37622,,id_publisher_68,id_place_7,,,,,,1999,,,,
id_work_159,Development and test of a spatially distributed hydrological/water quality model for mesoscale watersheds,id_base_work,id_type_isi_article,id_creator_40723;id_creator_2806;id_creator_39262,,,,,261-289,,2-3,106,1998,,,id_journal_16,
id_work_160,Mesoscale ecohydrological modelling to analyse regional effects of climate change,id_base_work,id_type_isi_article,id_creator_40723;id_creator_42031;id_creator_39262;id_creator_454,,,,,259-271,,4,4,1999,,,id_journal_31,
id_work_161,Raum-zeitliche Dynamik von Ökosystemverbänden unter sich verändernden Immissionsbedingungen am Beispiel der Dübener Heide,id_base_work,id_type_lecture,id_creator_39716,,,,,,,,,1996,,,,
