id,label,id_prop_instance_of,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_part_of_the_series,id_prop_number_of_pages,id_prop_publication_date,id_prop_main_subject,id_prop_published_in,id_prop_issue,id_prop_volume
id_work_125,The Ex-USSR Area: Contribution to Global Change (Assessment and Forecasting),id_base_chapter,id_creator_607;id_creator_10439,id_creator_10558,id_publisher_49,id_place_49,id_series_32,27-28,1997,,,,
id_work_126,Past and Future Rapid Environmental Changes: The Spatial and Evolutionary Responses of Terrestrial Biota,id_base_chapter,id_creator_11729;id_creator_10198;id_creator_11644;id_creator_10165,id_creator_11729;id_creator_10198;id_creator_11644;id_creator_10165,id_publisher_34,id_place_21,,,1997,,,,
id_work_127,Neue Erkenntnisse zum Klimaschutz: IPCC-Gutachten 1995 und Brandenburgstudie des PIK,id_base_lecture,id_creator_10204,,id_publisher_50,id_place_8,,,1996,,,,
id_work_128,Modelling of Ecological and Economic Systems at the Watershed Scale for Sustainable Development,id_base_chapter,id_creator_10439;id_creator_28,id_creator_11267;id_creator_10569;id_creator_11015,id_publisher_51,id_place_50,id_series_33,215-232,1994,,,,
id_work_129,Application of volume growth and survival graphs in the evaluation of four process-based forest growth models,id_base_article,id_creator_10993;id_creator_4729;id_creator_11426;id_creator_11860,,,,,347-355,2000,,id_journal_24,5/6,20
id_work_130,Ein Ansatz zur makroskaligen Modellierung des Stoffhaushalts,id_base_article,id_creator_10436;id_creator_10439,id_creator_10727;id_creator_10439;id_creator_11850;id_creator_10362,,id_place_8,,97-108,1998,,id_journal_1,43,
id_work_131,Flächendifferenzierte Modellierung des Landschaftswasser- und - stoffhaushaltes im Elbegebiet,id_base_chapter,id_creator_10362;id_creator_11837;id_creator_10439;id_creator_11216,id_creator_10896;id_creator_11128;id_creator_10983;id_creator_10371;id_creator_11763;id_creator_11119;id_creator_11865,id_publisher_33,id_place_32,id_series_34,403-404,1998,id_keyword_416;id_keyword_319,,,
id_work_132,Tolerable climate windows and emission corridors: new results with the ICLIPS model,id_base_lecture,id_creator_10987,,,,,,1998,,,,
id_work_133,Simulation Modelling of Biogeochemical Processes and Retention in the Medium-Scale Catchments,id_base_lecture,id_creator_10439,,,,,,1994,,,,
id_work_134,"Globale Atmosphärische Veränderungen: Symptome, Ursachen und Veränderungen",id_base_lecture,id_creator_11034,,,,,,1996,,,,
id_work_135,GHAAS: Global Hydrological Archive and Analysis System. Modellierungs-Toolkit mit Anbindung von ARC/INFO und ORACLE,id_base_chapter,id_creator_9626,id_creator_10977,id_publisher_52,id_place_51,id_series_35,115-119,1995,,,,
id_work_136,"GIS-gestützte Identifizierung und Modellierung anthropogen verursachter, typischer Schädigungsmuster des Globalen Wandels",id_base_chapter,id_creator_7452,id_creator_10411;id_creator_10899,id_publisher_53,,id_series_36,205-210,1997,,,,
id_work_137,Climate Impact on Social Systems: The Risk Assessment Approach,id_base_chapter,id_creator_607;id_creator_11104,,,,id_series_37,,1994,,,,
id_work_138,The Simplest Model of Interaction between Climate and Vegetation: Qualitative Approach,id_base_article,id_creator_607;id_creator_6874,,,,,,1995,,id_journal_15,,
id_work_139,Freshwater Forcing and Transport of the Atlantic Thermohaline Circulation,id_base_lecture,id_creator_3913,,,,,,1996,,,,
id_work_140,Handeln fYr den Naturschutz - Mit Wissen und GefYhl,id_base_article,id_creator_10395,,,,,521-527,1994,,id_journal_25,,12
id_work_141,Physically based hydological modelling on the hillslope and micro-catchment scale: examples of capabilities and limitations,id_base_chapter,id_creator_10727;id_creator_9153;id_creator_9807,,id_publisher_54,id_place_40,id_series_38,207-215,1998,,,,
id_work_142,Integrating models of intermediate complexity: the tolerable windows approach,id_base_lecture,id_creator_10987,,,,,,1998,,,,
id_work_143,Long-term global warming scenarios computed with an efficient coupled climate model,id_base_article,id_creator_3913;id_creator_6802,,,,,353-367,1999,,id_journal_14,2,43
id_work_144,Spatial variation in evapotranspiration in Swiss Alpine regions,id_base_chapter,id_creator_10693;id_creator_8089,id_creator_10674;id_creator_10700;id_creator_10771;id_creator_11501,id_publisher_54,id_place_52,id_series_38,115-121,1998,id_keyword_438;id_keyword_436,,248,
id_work_145,Dynamic second law analysis and emission mitigation in energy systems,id_base_confpaper,id_creator_6060;id_creator_3260;id_creator_1329,id_creator_11341,id_publisher_55,id_place_53,,597-604,1998,id_keyword_34;id_keyword_121;id_keyword_269;id_keyword_241,,,
id_work_146,Precipitation data requirements for urban hydrology,id_base_article,id_creator_4679;id_creator_2003,,,id_place_54,,60-66,1998,id_keyword_391;id_keyword_83;id_keyword_364;id_keyword_19;id_keyword_46,id_journal_26,2,23
id_work_147,Estimation of daily space-time precipitation series for macroscale watershed modelling,id_base_article,id_creator_2003;id_creator_9123,,,id_place_55,,1419-1432,1998,id_keyword_137;id_keyword_377;id_keyword_108;id_keyword_373;id_keyword_87;id_keyword_296,id_journal_27,9,12
id_work_148,Bodenfeuchte-Untersuchungen im hochalpinen Raum,id_base_report,id_creator_7428;id_creator_10693;id_creator_8089;id_creator_5348;id_creator_4990,,id_publisher_56,id_place_56,,1-92,1998,id_keyword_171;id_keyword_168;id_keyword_107,,64,
id_work_149,Domestic politics and European acid rain regulation,id_base_chapter,id_creator_11805,id_creator_10540,id_publisher_14,id_place_25,id_series_39,41-66,1998,id_keyword_256;id_keyword_297;id_keyword_48;id_keyword_44;id_keyword_418;id_keyword_4;id_keyword_369;id_keyword_428,,,
id_work_150,The interest-based explanation of international environmental policy,id_base_chapter,id_creator_11805;id_creator_8866,id_creator_10540,id_publisher_14,id_place_25,id_series_39,13-40,1998,id_keyword_169;id_keyword_184;id_keyword_0;id_keyword_428;id_keyword_119;id_keyword_359;id_keyword_383;id_keyword_144,,,
id_work_151,Hydrologische Modellierung von meso- und makroskaligen Einzugsgebieten mit ARC/EGMO,id_base_confpaper,id_creator_11216;id_creator_5032;id_creator_10362,id_creator_11497;id_creator_11591,id_publisher_5,id_place_5,,127-134,1999,,,,
id_work_152,Applying non-hierarchical cluster analysis algorithms to climate clasification: some problems and their solution,id_base_article,id_creator_10300;id_creator_10831;id_creator_3752,,,,,143-150,1999,id_keyword_282;id_keyword_303,id_journal_28,3-4,64
id_work_153,Internationale Klimapolitik,id_base_article,id_creator_11805,,,,,25-44,1998,id_keyword_394;id_keyword_179;id_keyword_90;id_keyword_157;id_keyword_185,id_journal_29,1,73
id_work_154,Cross-level inference in political science,id_base_chapter,id_creator_11805,id_creator_10094;id_creator_10329,id_publisher_57,id_place_57,id_series_40,135-142,1998,id_keyword_397;id_keyword_357;id_keyword_187;id_keyword_375;id_keyword_280;id_keyword_143;id_keyword_247,,,
id_work_155,Climate change and integrated assessment: the tolerable windows approach,id_base_chapter,id_creator_10034;id_creator_11034;id_creator_3260,id_creator_11112;id_creator_10007,id_publisher_58,id_place_25,id_series_41,55-77,1999,id_keyword_277;id_keyword_394;id_keyword_134,,,
id_work_156,Probleme der statistischen Mustererkennung,id_base_confpaper,id_creator_10300;id_creator_10831,,id_publisher_59,id_place_21,,,1999,,,,
id_work_157,Ecosystem composition and structure,id_base_chapter,id_creator_10198;id_creator_10707;id_creator_10277;id_creator_10081;id_creator_10140;id_creator_1359;id_creator_2586;id_creator_881;id_creator_2112;id_creator_10922;id_creator_5679;id_creator_5388,id_creator_11861;id_creator_10324;id_creator_11503;id_creator_10157,id_publisher_13,id_place_13,id_series_26,190-228,1998,,,,
id_work_158,Impact of climate change on flooding and sustainable river management,id_base_confpaper,id_creator_11054;id_creator_10727;id_creator_11082,,id_publisher_7,id_place_7,,,1999,,,,
id_work_159,Development and test of a spatially distributed hydrological/water quality model for mesoscale watersheds,id_base_article,id_creator_10439;id_creator_8833;id_creator_10362,,,,,261-289,1998,,id_journal_15,2-3,106
id_work_160,Mesoscale ecohydrological modelling to analyse regional effects of climate change,id_base_article,id_creator_10439;id_creator_11142;id_creator_10362;id_creator_9063,,,,,259-271,1999,,id_journal_30,4,4
id_work_161,Raum-zeitliche Dynamik von Ökosystemverbänden unter sich verändernden Immissionsbedingungen am Beispiel der Dübener Heide,id_base_lecture,id_creator_11778,,,,,,1996,,,,
id_work_162,Climate Change: Perceptions of Regional Impacts and Reduction Policies,id_base_lecture,id_creator_10987,,,,,,1997,,,,
id_work_163,Climate Policy as an Opportunity for European Venture Capital in Technological Development,id_base_lecture,id_creator_10987,,,,,,1997,,,,
id_work_164,Protection of the Environment as an International Challenge,id_base_lecture,id_creator_11013,,,,,,1997,,,,
id_work_165,Empirical-Quantitative Approaches to the Study of International Environmental Policy,id_base_lecture,id_creator_11013,,,,,,1997,,,,
id_work_166,Modeling Land Use and Land Cover Change: Regional Aspects in South Asia,id_base_lecture,id_creator_10987,,,,,,1996,,,,
id_work_167,Veränderung von Lebensstilen als sozialökologische Strategie nachhaltiger Entwicklung?,id_base_lecture,id_creator_11251,,,,,,1996,,,,
id_work_168,Die Studie 'Zukunftsfähiges Deutschland' aus soziologischer und systemanalytischer Sicht,id_base_lecture,id_creator_11251,,,,,,1996,,,,
id_work_169,Social Dimensions of Resource Use: A Prototype Model for Water Management,id_base_lecture,id_creator_10987,,,,,,1995,,,,
id_work_170,"Population, Development, Environment: An Integrated Model to Explore their Interactions",id_base_lecture,id_creator_10987,,,,,,1995,,,,
id_work_171,Energy Price Reform in Hungary: Implications for the Environment,id_base_lecture,id_creator_10987,,,,,,1995,,,,
id_work_172,International Negotiations Related to Global Environmental Change. Keynote Address,id_base_lecture,id_creator_11013,,,,,,1995,,,,
id_work_173,"Research on the Linkages Between Climate Change and Forest Ecosystems, Including Feedbacks From the Ecosystem to the Climate System - Vegetation Dynamics",id_base_lecture,id_creator_11426,,,,,,1997,,,,
id_work_174,Working Group on the ICLIPS-Project,id_base_lecture,id_creator_11034,,,,,,1997,,,,
id_work_175,Model SWIM zur Hydrologie und Gewässergüte in mesoskaligen Einzuggebieten,id_base_lecture,id_creator_10439,,,,,,1997,,,,
id_work_176,"Quantifizierung des Einflusses der Landnutzung und -bedeckung auf den Hochwasserabfluß von Flußgebieten, unter Berücksichtigung der aktuellen Bodenbearbeitung, des Zustandes der Vegetationsdecke und von möglichen Klimaänderungen",id_base_lecture,id_creator_10727,,,,,,1997,,,,
id_work_177,Macroscale hydrological modelling for the Mackenzie river basin,id_base_confpaper,id_creator_2003;id_creator_9123,id_creator_11636;id_creator_10274,id_publisher_60,id_place_58,,64-65,1998,id_keyword_108;id_keyword_373;id_keyword_381,,,
id_work_178,Topography-Based Hydrological Modeling in the Elbe Drainage Basin,id_base_lecture,id_creator_8833;id_creator_11837;id_creator_10439,,,,,,1996,,,,
id_work_179,A New Forest Gap Model to Study the Effects of Environmental Change on Forest Structure and Functioning,id_base_lecture,id_creator_10140,,,,,,1996,,,,
id_work_180,"Performance of Patch Models of Ecosystem Dynamics at Single Sites, Along Altitudinal Gradients, and in Mountainous Landscapes",id_base_lecture,id_creator_10140,,,,,,1996,,,,
id_work_181,The Role of the Space-Time Variability of Precipitation and Soil Moisture for Hillslope Hydrological Modelling,id_base_lecture,id_creator_10727,,,,,,1996,,,,
id_work_182,Hochwassermodellierung in flachen Gebieten mit hohem Grundwasserstand,id_base_lecture,id_creator_10727,,,,,,1996,,,,
id_work_183,Klimawandel und seine Auswirkungen auf den Wasserhaushalt,id_base_lecture,id_creator_10362;id_creator_11837,,,,,,1996,,,,
id_work_184,"CO2-(Düngungs-)effekt im Freilandversuch: Ergebnisse von Versuchen mit Weizen und Gerste in Maricopa, Arizona, USA",id_base_lecture,id_creator_11142,,,,,,1995,,,,
id_work_185,"CO2-(Düngungs-)effekt im Freilandversuch: Ergebnisse von Versuchen mit Weizen und Gerste in Maricopa, Arizona, USA",id_base_report,id_creator_11142;id_creator_2459;id_creator_5957;id_creator_580,,id_publisher_61,,,,1995,,,,
id_work_186,Spatial Patterns of Moisture Availability Derived from an Ecosystem Model Applied at the Regional Scale,id_base_lecture,id_creator_8833;id_creator_2233;id_creator_10198;id_creator_10439,,,,,,1995,,,,
id_work_187,Mögliche Auswirkungen von Klimaänderungen im regionalen Maßstab: Wälder und natürliche Ökosysteme,id_base_lecture,id_creator_11426,,,,,,1995,,,,
id_work_188,"Regional Impacts of Possible Climate Changes on Forest Environment and Species Composition of the Forests in the State of Brandenburg, Germany",id_base_lecture,id_creator_11426,,,,,,1995,,,,
id_work_189,A Dynamic Model of the Structure of Boreal and Temperate Forests Based on Plant Functional Types,id_base_lecture,id_creator_10140,,,,,,1995,,,,
id_work_190,Die Auswirkungen von Klimaänderungen auf Wälder: Was kann man von Gap-Modellen lernen?,id_base_lecture,id_creator_10140,,,,,,1995,,,,
id_work_191,"1, 2, and 3 Dimensional Simulation of the Water Dynamics of Rural Catchments Using the Physically Based Modelling System HILLFLOW"", University of Melbourne, Australien, 10.1.1995",id_base_lecture,id_creator_10727,,,,,,1995,,,,
id_work_192,Simulation of the Water Dynamics of Rural Catchments Using the HILLFLOW Model,id_base_lecture,id_creator_10727,,,,,,1995,,,,
id_work_193,Global Oceanic Links: Results From 3-D Circulation Models,id_base_lecture,id_creator_3913,,,,,,1997,,,,
id_work_194,"Multiple Equilibria, Stability and Transitions of the Atlantic Conveyor Belt",id_base_lecture,id_creator_3913,,,,,,1997,,,,
id_work_195,Klimaänderung und Ozeanzirkulation,id_base_lecture,id_creator_3913,,,,,,1997,,,,
id_work_196,Struktur und Aufbau des meteorologischen Datenbanksystems am Potsdam-Institut für Klimafolgenforschung,id_base_lecture,id_creator_4163;id_creator_9473,,,,,,1997,,,,
id_work_197,Modellierung der globalen bio-geophysikalischen Wechselwirkung,id_base_lecture,id_creator_11433,,,,,,1996,,,,
id_work_198,Statistical Properties of Global Significant Wave Heights and their Use for Validation,id_base_lecture,id_creator_6788;id_creator_2766,,,,,,1997,,,,
id_work_199,Thermodynamics and Ecology,id_base_lecture,id_creator_607,,,,,,1997,,,,
id_work_200,"Dimensionen, Wirkungen und Variablen des künftigen Weltenergiebedarfs und Potentiale der klassischen Energieformen",id_base_lecture,id_creator_10204,,,id_place_59,,,1997,,,,
id_work_201,Earth system analysis: integrating science for sustainability,id_base_edbook,,id_creator_11104;id_creator_10477,id_publisher_34,id_place_31,,1-530,1998,,,,
id_work_202,Modelling Land Use Changes and their Socio-Economic Driving Forces by Using Syndromes of Global Change,id_base_confpaper,id_creator_11251;id_creator_3131,,,id_place_60,,,1997,,,,
id_work_203,Conception of Virtual Biospheres: Global Change and Mathematical Ecology,id_base_lecture,id_creator_607,,,id_place_61,,,1995,,,,
