id,label,id_prop_instance_of
id_creator_338,"Schindler, J.",id_base_author
id_creator_339,"Frolking, S.",id_base_author
id_creator_340,"Brüggemann, N.",id_base_author
id_creator_341,"Zehnder, J.A.",id_base_author
id_creator_342,"Elkhatib, Y.",id_base_author
id_creator_343,"Evans, J.R.",id_base_author
id_creator_344,"Mikusky, E.",id_base_author
id_creator_345,"Voss, F.",id_base_author
id_creator_346,"House, J.I.",id_base_author
id_creator_347,"Meon, G.",id_base_author
id_creator_10295,"Taylor, C.",id_base_author;id_base_editor
id_creator_349,"Carey, M.",id_base_author
id_creator_350,"Bashmakov, I.A.",id_base_author
id_creator_351,"Neher, E.",id_base_author
id_creator_352,"Walther, T.",id_base_author
id_creator_353,"Brun, J.J.",id_base_author
id_creator_354,"Lontzek, T.S.",id_base_author
id_creator_355,"Balakrishnan, J.",id_base_author
id_creator_356,"Buytaert, W.",id_base_author
id_creator_10302,"Kundzewicz, Z.W.",id_base_author;id_base_editor
id_creator_358,"Bähr, M.",id_base_author
id_creator_359,"O Espaldon, M.V.",id_base_author
id_creator_360,"Stowe, R.",id_base_author
id_creator_361,"Maheswaran, R.",id_base_author
id_creator_362,"Sander, S.P.",id_base_author
id_creator_363,"Bongers, F.",id_base_author
id_creator_364,"Olofsson, J.",id_base_author
id_creator_365,"Olendrzynski, K.",id_base_author
id_creator_366,"Block, A.L.",id_base_author
id_creator_367,"Thiel, R.",id_base_author
id_creator_368,"Zachowicz, J.",id_base_author
id_creator_369,"Oppermann, R.",id_base_author
id_creator_370,"Lozano, S.",id_base_author
id_creator_371,"Ruschel, A.R.",id_base_author
id_creator_372,"Schlegel, T.",id_base_author
id_creator_373,"Lazos, E.",id_base_author
id_creator_374,"Todorovic, N.",id_base_author
id_creator_375,"Schlosser, P.",id_base_author
id_creator_376,"Hui, S.",id_base_author
id_creator_377,"McCartney, M.",id_base_author
id_creator_378,"Koljonen, T.",id_base_author
id_creator_379,"Lakshamanan, M.",id_base_author
id_creator_380,"Starkel, L.",id_base_author
id_creator_381,"De Maere, G.",id_base_author
id_creator_382,"Roulin, A.",id_base_author
id_creator_383,"Myint, S.W.",id_base_author
id_creator_10316,"Inhetveen, H.",id_base_author;id_base_editor
id_creator_385,"Barange, M.",id_base_author
id_creator_386,"Fader, M.",id_base_author
id_creator_387,"Liersch, S.",id_base_author
id_creator_388,"Wilbanks, T.J.",id_base_author
id_creator_389,"Schencker, U.",id_base_author
id_creator_390,"Roncossek, S.",id_base_author
id_creator_391,"Baret, F.",id_base_author
id_creator_10322,"Schmidt-Thomé, P.",id_base_author;id_base_editor
id_creator_393,"Lützen, K.",id_base_author
id_creator_394,"Yunhe, Y.",id_base_author
